SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price,YearsOld
1964,2,2,Rural,1972,241612.5131,50
2475,5,3,Urban,1996,214765.1198,26
1660,2,3,Suburb,2000,133018.1038,22
2127,5,3,Urban,1974,254832.9183,48
2778,4,1,Rural,1952,381653.5115,70
2485,5,1,Rural,1978,320524.3843,44
2766,4,1,Urban,1973,420164.2758,49
2741,4,2,Suburb,1982,270742.1768,40
1709,2,3,Urban,1962,205865.1313,60
1395,5,1,Suburb,1963,53380.2854,59
1911,2,3,Rural,1983,209158.6257,39
2360,4,2,Suburb,1975,248555.2849,47
2004,4,1,Rural,2004,280264.9242,18
2622,4,3,Rural,2003,284045.2439,19
2165,4,2,Urban,1957,267049.7853,65
1316,3,2,Suburb,1956,121100.8071,66
2734,4,1,Urban,2001,359058.5112,21
2581,5,2,Urban,2011,316460.9923,11
2823,4,2,Suburb,2006,343107.1058,16
2550,3,1,Rural,1981,274178.0316,41
2579,5,3,Suburb,2003,263301.6601,19
2424,3,2,Suburb,2019,283022.3451,3
1680,3,3,Rural,1992,169235.93,30
2333,5,3,Rural,1990,254549.58,32
1494,3,3,Rural,1987,198641.0469,35
1555,4,1,Suburb,2020,279796.3001,2
1609,2,2,Rural,1967,187427.4974,55
2796,2,1,Suburb,2018,284453.7696,4
1108,2,3,Rural,2009,182933.745,13
2818,5,2,Rural,2019,287941.7511,3
1371,5,3,Rural,1991,190658.9029,31
1854,5,3,Suburb,1985,309724.5531,37
1615,2,1,Urban,1997,197252.0578,25
1767,2,1,Suburb,1977,250510.4954,45
2914,5,2,Suburb,2000,311779.6517,22
1205,2,2,Urban,1989,117343.1867,33
1846,3,3,Urban,1959,217027.5272,63
1042,3,3,Urban,1970,123914.6947,52
1864,2,3,Suburb,1952,203157.9048,70
2268,5,1,Rural,1961,219619.1893,61
2310,4,2,Urban,2018,234523.8965,4
2378,4,1,Rural,1975,241574.8759,47
1784,2,1,Suburb,1976,228886.8711,46
1475,4,3,Urban,1959,210986.3449,63
1082,5,3,Rural,1987,124829.1375,35
2133,3,3,Rural,1997,168339.9546,25
2973,3,1,Urban,1976,335456.5185,46
1189,5,3,Suburb,2013,125583.3465,9
1799,4,1,Urban,1996,190671.4212,26
1935,2,1,Rural,1957,155361.9642,65
2932,3,1,Rural,2013,336101.4253,9
1250,4,2,Rural,2005,246246.0522,17
2747,4,1,Suburb,2014,255500.2205,8
1290,3,3,Rural,1951,62549.70434,71
2668,3,3,Urban,1989,186477.0314,33
2224,2,2,Suburb,1961,304181.2258,61
2820,5,3,Rural,1993,232839.0753,29
1325,4,3,Suburb,1986,255517.2139,36
2534,2,3,Suburb,1961,220465.7067,61
2432,3,2,Urban,1961,273193.4065,61
2630,5,1,Urban,2020,336086.1235,2
2813,5,2,Urban,1987,321386.5132,35
2985,4,2,Suburb,1966,317022.2413,56
2964,5,3,Rural,1996,291463.9264,26
1836,3,3,Suburb,1994,235581.7223,28
1507,3,2,Urban,2015,210833.6434,7
1730,3,1,Suburb,1988,202327.0349,34
2624,2,2,Rural,1989,273187.0801,33
1071,3,1,Suburb,1972,117680.9852,50
2270,2,3,Suburb,1987,131909.588,35
1640,3,2,Rural,1952,207397.1364,70
2747,3,1,Rural,1990,341510.9109,32
1939,5,2,Suburb,2021,197583.1127,1
2878,4,2,Suburb,1987,361266.4476,35
1607,3,3,Rural,1999,142717.0069,23
2610,5,1,Suburb,2012,338918.5678,10
2958,5,1,Urban,2012,250374.167,10
1565,4,1,Urban,1978,157694.6249,44
2367,5,1,Urban,1967,296784.692,55
2994,5,1,Urban,1994,299948.3533,28
2948,4,3,Urban,2002,188359.6439,20
1053,2,2,Rural,1987,171158.6558,35
2753,4,3,Suburb,2003,287006.78,19
1527,4,2,Urban,1963,169462.9396,59
1610,3,1,Suburb,1959,213900.7938,63
2555,3,3,Rural,1982,290320.4557,40
2581,2,2,Rural,2006,292182.2767,16
2986,4,2,Urban,1979,287283.7376,43
1192,4,2,Suburb,1991,244764.6228,31
2918,2,1,Rural,2007,334186.2351,15
1057,3,3,Rural,2014,199460.2631,8
2460,4,2,Rural,1968,242567.8771,54
2134,2,1,Urban,1968,213681.4178,54
1128,3,3,Urban,1989,115703.4485,33
2872,5,2,Rural,1954,282278.5069,68
1705,2,1,Suburb,1974,144909.6848,48
2948,2,2,Urban,1982,366520.9915,40
1851,4,1,Urban,2005,189452.1427,17
2349,5,3,Rural,1980,295660.9936,42
1007,3,2,Rural,2001,65088.05499,21
1028,5,1,Urban,2013,93228.14228,9
2135,4,1,Rural,1980,306776.2764,42
1946,4,1,Suburb,1965,249494.8289,57
2696,3,3,Suburb,1989,290435.6128,33
1130,3,1,Rural,2018,104851.1286,4
1187,3,2,Urban,1974,97152.07147,48
2698,4,3,Suburb,1959,319568.7483,63
1708,3,2,Urban,2011,115172.7778,11
2498,3,1,Suburb,1956,328371.0339,66
2387,3,1,Urban,1952,329258.724,70
2227,2,2,Suburb,1975,230756.5508,47
1211,3,2,Rural,2003,139487.4711,19
2644,4,3,Urban,2015,321510.9158,7
1275,2,1,Rural,1981,154228.5078,41
2096,4,3,Urban,1988,274955.475,34
2702,5,1,Suburb,1962,261648.4396,60
2795,2,2,Urban,2015,354501.2811,7
1242,3,3,Urban,1986,202049.4572,36
2810,2,1,Urban,2007,339094.2244,15
2125,4,2,Urban,1964,190025.885,58
1986,2,3,Urban,2008,156420.0885,14
1684,5,3,Suburb,1996,209389.6211,26
1170,3,3,Rural,1995,178935.8262,27
1652,3,2,Urban,2007,167629.0437,15
2932,5,3,Suburb,2019,303510.2158,3
1187,4,1,Urban,2001,244021.6441,21
2464,2,2,Rural,1994,258181.0526,28
2109,4,3,Suburb,1989,211222.8503,33
2499,4,2,Urban,1961,170855.526,61
1051,4,1,Urban,2002,187711.6088,20
1110,3,3,Rural,2008,212046.1073,14
2972,2,2,Urban,1976,242328.5084,46
1876,3,2,Suburb,1995,146489.478,27
2877,3,1,Suburb,1979,412334.8302,43
2066,3,1,Rural,2015,282657.5673,7
1210,2,2,Suburb,1974,73952.40053,48
2991,5,3,Rural,1993,349747.6241,29
2223,3,3,Suburb,1971,262436.9486,51
2833,3,2,Urban,2012,252911.6959,10
1857,3,1,Urban,2000,265845.7708,22
2775,2,3,Urban,1980,358577.2927,42
1626,2,3,Suburb,1961,115228.776,61
2049,4,1,Suburb,1961,253997.9231,61
2942,3,1,Suburb,1969,278865.9518,53
1298,3,1,Rural,1998,133562.7099,24
2100,2,2,Urban,1987,210758.1436,35
1923,2,2,Rural,1953,192029.0288,69
1136,3,2,Rural,1960,195632.9699,62
2043,5,1,Suburb,2009,278031.3707,13
1439,4,2,Suburb,2017,223102.0241,5
1210,4,1,Suburb,2009,165232.0931,13
1751,3,2,Urban,2010,183910.388,12
2574,4,2,Rural,2018,346205.7682,4
1434,4,3,Suburb,1992,226039.9027,30
1779,3,1,Urban,2016,111568.655,6
2230,4,3,Rural,1992,303961.9189,30
1438,2,1,Urban,1985,158244.0252,37
2997,3,2,Urban,1960,327055.1222,62
2802,2,2,Urban,1954,258699.872,68
1665,3,2,Rural,2015,148306.1935,7
2065,2,1,Urban,2003,285381.8048,19
1410,4,1,Rural,1962,98926.61254,60
2546,5,2,Urban,1961,309489.6373,61
1805,2,3,Suburb,1965,162966.1692,57
1609,2,2,Urban,1987,222911.2082,35
1426,5,2,Suburb,1973,101548.1491,49
2298,5,2,Suburb,1973,211940.5541,49
2471,2,2,Suburb,1987,244755.2929,35
1901,2,3,Suburb,1984,248572.9902,38
1941,2,3,Rural,1970,170017.6777,52
2907,3,3,Suburb,1966,335844.3213,56
1741,2,1,Suburb,2013,241880.1529,9
2392,2,2,Rural,1976,262874.366,46
2961,5,1,Suburb,2016,316113.7159,6
2243,5,2,Suburb,1977,288720.3635,45
2600,3,3,Rural,2002,243961.1172,20
2890,3,2,Suburb,2011,273072.4933,11
2255,4,3,Rural,1971,190565.9191,51
1327,2,2,Rural,1967,228176.3278,55
2466,2,2,Urban,1983,293791.4769,39
1051,5,3,Rural,1959,71787.52429,63
2909,4,2,Rural,1987,285308.4313,35
2966,2,3,Suburb,2007,325214.1664,15
1375,4,3,Rural,2011,164462.765,11
1262,3,2,Urban,1982,169779.0842,40
1266,2,3,Suburb,1973,116815.1774,49
1358,2,1,Rural,1962,202430.4522,60
2340,3,1,Rural,1988,200042.865,34
2347,2,2,Rural,1980,315562.1003,42
2944,3,3,Urban,1959,322099.4165,63
2931,3,1,Suburb,2009,240291.1629,13
2689,4,1,Suburb,2014,295541.7853,8
2893,5,3,Suburb,1951,280936.1633,71
2901,5,1,Rural,1951,346104.4053,71
1651,3,1,Urban,1974,254984.1116,48
2962,4,2,Rural,1965,235191.0229,57
2586,3,2,Rural,1955,310309.9397,67
2652,4,3,Suburb,1977,291341.8419,45
2444,4,3,Urban,2019,233624.7585,3
1045,5,1,Suburb,1950,183783.63,72
2844,5,2,Urban,1994,327844.4567,28
1599,4,3,Rural,1963,204032.1715,59
1719,5,1,Rural,1976,236295.5479,46
2912,4,2,Suburb,1988,337628.6079,34
2292,2,3,Urban,1958,372793.0159,64
1600,3,2,Urban,1971,253520.6742,51
1380,5,1,Urban,1954,79325.55503,68
1117,3,1,Rural,1984,192111.9597,38
2589,5,1,Suburb,1977,275219.5166,45
2976,3,2,Suburb,2003,287953.8345,19
1115,3,3,Rural,1958,76085.32833,64
2653,5,3,Suburb,1996,372519.4508,26
1259,5,1,Rural,2017,91193.02454,5
2098,5,1,Urban,1983,242204.9139,39
2503,5,1,Urban,2013,336172.968,9
1304,4,1,Rural,1960,166435.6587,62
1006,5,2,Urban,1986,91634.11077,36
1365,5,1,Rural,2009,152145.4482,13
2657,5,1,Urban,2009,274601.6242,13
1522,2,3,Suburb,2008,139199.0909,14
2371,3,2,Rural,1989,309291.0379,33
2461,5,1,Suburb,1993,223149.5238,29
2238,5,2,Rural,2011,266249.2673,11
1428,3,1,Suburb,1985,207591.1936,37
1790,3,2,Rural,2010,144921.2603,12
2521,4,1,Suburb,1964,269248.6157,58
2563,3,1,Rural,1955,259287.2862,67
1746,3,2,Urban,1991,232348.3874,31
1366,2,1,Rural,2012,79992.90015,10
1312,4,1,Rural,1980,233173.9259,42
1537,2,2,Rural,1984,204731.6011,38
1920,3,3,Urban,1976,146581.4847,46
2077,5,3,Suburb,1983,210266.8213,39
2564,4,1,Urban,1974,312369.5273,48
2490,3,2,Urban,2018,326654.1291,4
1864,3,3,Suburb,1955,172459.5239,67
2187,5,2,Rural,1996,218227.0911,26
1781,5,3,Rural,2005,240756.9332,17
1333,5,1,Suburb,1987,136478.8831,35
2570,4,2,Urban,1975,247568.4467,47
1797,2,1,Suburb,1977,228573.9463,45
1347,4,1,Rural,2020,168996.3565,2
1272,5,1,Suburb,1950,284623.8988,72
1962,4,2,Suburb,1990,163628.2961,32
1719,5,3,Rural,1997,125414.0668,25
2773,2,1,Urban,1950,255120.1045,72
2437,4,2,Suburb,1966,347674.5078,56
1499,2,3,Rural,1976,188190.1025,46
2116,2,1,Rural,1993,246044.648,29
1684,5,3,Urban,1990,232813.4305,32
1078,4,3,Rural,1953,96051.88395,69
1621,4,2,Urban,1982,208044.8254,40
2240,2,2,Rural,1950,260832.9834,72
1946,5,2,Suburb,1960,278366.301,62
1357,2,3,Suburb,1957,155229.5293,65
1617,2,3,Suburb,2013,145945.59,9
1506,2,2,Rural,2007,144965.5929,15
2582,2,3,Suburb,2009,313530.583,13
2204,4,3,Urban,1979,169842.2572,43
1575,3,3,Suburb,2001,167450.5872,21
2269,4,2,Suburb,1989,327732.6501,33
1243,5,1,Rural,1952,144991.4217,70
1505,3,1,Urban,1980,257511.1252,42
1421,2,2,Urban,2013,221873.1634,9
2343,4,3,Suburb,2017,290632.9954,5
2110,3,2,Urban,2017,238807.109,5
1216,2,1,Suburb,2021,198390.9111,1
2513,4,2,Urban,1985,275777.2184,37
2542,3,1,Rural,1951,208244.1463,71
2301,4,1,Suburb,1952,279250.1213,70
2872,3,2,Suburb,1996,317461.6644,26
2745,5,2,Urban,2008,337685.5497,14
2008,4,1,Suburb,1959,265940.9324,63
2192,4,3,Rural,1975,279134.3697,47
1329,3,3,Suburb,1951,142232.9233,71
1649,5,1,Rural,1963,145108.2973,59
2464,4,3,Suburb,1951,274319.2977,71
1390,5,1,Urban,2011,101848.1878,11
2519,5,1,Rural,2008,198623.3213,14
1380,4,1,Urban,1967,112179.5726,55
2329,2,2,Suburb,1958,232145.8915,64
1741,3,2,Suburb,2009,278677.6118,13
1819,4,2,Suburb,2002,265025.813,20
1672,5,1,Urban,1960,184115.4878,62
1512,3,2,Urban,2011,197247.5715,11
2771,4,3,Suburb,1970,256183.1191,52
1948,3,3,Suburb,1967,237734.0478,55
2211,3,2,Rural,1973,271700.1361,49
1929,5,2,Suburb,1961,141156.5569,61
2539,2,1,Rural,2011,292276.3447,11
1912,2,2,Urban,1955,227335.8455,67
1643,3,2,Suburb,1956,131385.9208,66
1426,5,2,Urban,1967,259641.6476,55
1501,5,1,Suburb,2012,206455.5919,10
1729,4,3,Rural,1986,177820.9738,36
2283,3,1,Rural,2020,247065.4768,2
2536,4,2,Suburb,2000,245602.1694,22
1070,5,2,Rural,1969,93508.18931,53
1477,3,3,Suburb,2010,146596.083,12
2201,2,2,Urban,1985,332432.6719,37
1456,2,1,Urban,1978,94189.0445,44
1188,4,1,Rural,1992,133428.9265,30
1290,3,1,Urban,1970,105983.6122,52
2543,5,1,Rural,2015,272223.936,7
2788,4,2,Suburb,1978,350051.2271,44
1919,2,1,Rural,1968,221246.5283,54
1291,5,2,Rural,1983,173197.3681,39
2969,3,1,Suburb,1957,303589.2989,65
1755,2,3,Urban,1967,190448.816,55
2658,5,3,Urban,1953,328296.0103,69
2834,2,1,Urban,1967,315656.7015,55
2306,3,3,Rural,1997,299145.1819,25
2567,4,3,Suburb,1957,300674.6923,65
2869,5,3,Urban,1968,301714.4433,54
1376,5,3,Rural,1973,235627.2472,49
2681,3,2,Rural,1998,172486.1954,24
2179,2,1,Rural,1965,235042.7988,57
1507,2,3,Suburb,2003,276324.2829,19
2436,2,2,Suburb,2014,273146.7651,8
1527,5,3,Rural,1994,232142.4977,28
2378,5,2,Urban,1964,187873.9793,58
1558,2,1,Rural,1958,240874.104,64
2786,5,2,Urban,1991,403980.1709,31
2210,4,1,Rural,1953,270797.0422,69
2054,3,2,Suburb,1991,232153.8262,31
1259,3,2,Urban,2003,109273.3332,19
1420,5,3,Suburb,2007,179829.0514,15
2552,4,3,Suburb,2018,296598.5301,4
2574,4,2,Suburb,1956,260377.8622,66
1303,2,2,Suburb,1999,162728.1917,23
1941,3,2,Urban,2015,258390.9784,7
2967,3,1,Suburb,2016,344149.8621,6
2062,3,2,Urban,1950,213510.4526,72
2512,5,1,Rural,1967,294701.1192,55
2667,4,1,Rural,1956,263198.8321,66
1541,2,1,Rural,2005,235316.0302,17
2693,5,1,Rural,1955,283205.4127,67
2301,2,1,Rural,1983,274144.9484,39
2226,5,1,Suburb,1992,177646.0956,30
2089,3,1,Rural,2018,203140.564,4
1107,2,2,Suburb,1970,65279.7322,52
1267,4,1,Suburb,1950,162299.2578,72
1221,4,2,Urban,1992,119875.1104,30
2827,5,2,Suburb,2008,358425.7136,14
2553,3,1,Urban,1984,336731.7135,38
2113,5,2,Suburb,2010,277156.413,12
1692,2,2,Rural,1968,141073.778,54
1254,4,1,Suburb,2003,159293.7483,19
2478,4,2,Suburb,2007,225403.6312,15
1252,4,2,Suburb,2012,96002.95607,10
1256,4,3,Suburb,1991,103906.6243,31
1382,2,3,Rural,1955,144798.8427,67
1441,4,1,Urban,2003,146435.4936,19
2881,5,1,Urban,1993,293618.9408,29
1598,4,1,Rural,2008,176869.3849,14
2113,2,1,Urban,1963,309586.837,59
2772,3,1,Rural,1965,362691.3915,57
1389,3,3,Urban,2009,219610.7817,13
1581,4,3,Suburb,1978,161170.3095,44
2067,3,2,Suburb,2010,183230.8772,12
2735,2,3,Rural,1963,351410.5711,59
2687,4,1,Suburb,1980,234289.5371,42
1597,2,3,Suburb,2004,153593.9141,18
1018,3,2,Rural,1967,158263.7317,55
2124,3,1,Rural,1953,213020.8987,69
2937,4,1,Rural,1985,366548.8039,37
1606,3,2,Suburb,2002,144352.462,20
2789,4,3,Rural,1959,286018.9437,63
2380,4,2,Rural,2007,181498.6674,15
2565,5,1,Urban,2009,302904.3089,13
2784,5,1,Suburb,1953,178488.795,69
2961,5,3,Rural,1959,271072.0539,63
1032,2,2,Urban,1989,154019.0052,33
2993,3,3,Suburb,1977,355628.5155,45
2252,3,1,Suburb,2015,227646.3657,7
2547,5,2,Rural,1955,253857.7744,67
2653,4,2,Urban,1972,249692.6256,50
1861,4,3,Suburb,2021,172690.899,1
1154,4,1,Urban,2014,174783.1967,8
2446,4,2,Urban,2016,183818.0815,6
1904,2,3,Rural,1995,229437.1213,27
2269,3,1,Rural,1977,304469.7534,45
1404,5,1,Suburb,2008,150505.7054,14
1843,2,1,Urban,1997,237660.8212,25
2782,3,3,Suburb,1975,315510.046,47
2564,2,1,Suburb,2007,327182.3425,15
2184,4,3,Suburb,2016,357523.4353,6
1746,2,1,Suburb,2006,237879.6162,16
2725,2,3,Rural,1977,175965.9643,45
2140,4,3,Suburb,1978,149992.2012,44
1270,4,2,Urban,1962,154786.6739,60
1769,5,3,Rural,2002,137868.0304,20
2715,5,2,Rural,1969,318606.6204,53
2510,3,1,Suburb,1971,261561.2489,51
2908,5,1,Rural,1962,393142.9696,60
1171,5,3,Urban,2021,187088.0273,1
2973,3,1,Suburb,2006,273005.423,16
1273,2,1,Urban,2018,175247.4937,4
1258,2,3,Urban,2018,168538.539,4
2158,2,1,Rural,1998,227959.4095,24
2706,4,1,Urban,1960,268970.8669,62
2745,3,1,Rural,1956,332005.5307,66
2771,2,2,Rural,1965,287253.2649,57
1421,5,1,Rural,1967,210164.0653,55
2444,5,3,Suburb,2019,268583.5103,3
2209,5,3,Rural,2014,240528.2055,8
2952,3,1,Urban,1999,397034.9192,23
1363,3,3,Rural,1957,210039.5779,65
2978,5,3,Rural,2018,353684.821,4
2630,4,3,Rural,2004,356803.3619,18
1377,4,3,Urban,1992,152050.7654,30
2546,2,1,Rural,1970,366510.5904,52
1579,2,3,Urban,1996,235859.2776,26
1890,2,2,Urban,2012,122292.6404,10
1721,2,2,Suburb,1992,165307.1398,30
2219,2,2,Suburb,1986,201048.1229,36
1880,3,1,Suburb,2011,198754.8681,11
2121,3,3,Urban,2008,296125.5079,14
1604,4,1,Suburb,2008,141495.1573,14
1021,4,3,Rural,1962,135529.7702,60
2473,3,3,Suburb,1995,349704.7744,27
2195,4,3,Suburb,1981,210943.645,41
1382,5,3,Suburb,2016,124651.6436,6
1133,4,3,Suburb,1972,125705.0441,50
2449,5,1,Rural,1975,161554.4849,47
2048,5,1,Rural,2020,180636.9392,2
1502,2,2,Urban,1959,120667.66,63
2208,4,1,Suburb,2011,132222.4378,11
2108,5,2,Urban,1954,229027.2667,68
2590,4,2,Rural,1999,288964.6297,23
2786,4,3,Urban,1974,283996.4322,48
1143,3,1,Suburb,1988,129611.9686,34
2886,3,1,Rural,1987,230911.029,35
2933,2,3,Urban,1964,415021.6672,58
2702,4,3,Suburb,1981,284966.1538,41
2435,3,2,Rural,2010,304098.2913,12
1223,5,1,Urban,2013,203716.7389,9
1219,5,1,Urban,2001,130976.3585,21
1178,2,2,Rural,1973,126682.5657,49
2654,5,2,Suburb,1989,340595.7436,33
1432,4,2,Suburb,2006,140253.0057,16
1264,5,3,Suburb,1990,249396.1187,32
1953,2,2,Rural,1990,182184.8074,32
1428,2,2,Suburb,1972,234790.3642,50
2685,5,3,Suburb,1968,353868.9708,54
1415,4,2,Suburb,1995,195710.0517,27
2476,3,2,Suburb,1960,287901.8671,62
1726,4,1,Rural,2000,240448.1753,22
1196,4,2,Rural,1996,147349.3572,26
2577,4,2,Urban,1967,251222.9696,55
2076,5,3,Urban,1989,161506.2266,33
1479,3,2,Rural,1981,142559.3879,41
2466,4,1,Suburb,2011,308876.9318,11
2353,3,1,Urban,1992,230402.663,30
2274,2,3,Urban,1986,147269.9728,36
2830,3,1,Suburb,2016,283491.5177,6
1889,5,3,Urban,1989,261707.7673,33
2806,2,1,Suburb,2000,229200.4415,22
2990,2,1,Suburb,1965,325636.4505,57
1924,4,2,Rural,2018,193803.9855,4
1122,3,3,Rural,1996,150875.7597,26
2902,2,2,Rural,1954,353305.1759,68
2410,2,3,Urban,2005,328552.4548,17
2362,3,2,Suburb,1960,341466.8458,62
1777,3,1,Urban,1989,240217.6422,33
1347,2,2,Urban,1959,184015.9793,63
1028,2,1,Rural,1957,41530.24432,65
1974,3,3,Urban,1978,178633.3555,44
1034,5,3,Rural,1982,240422.8349,40
2541,3,1,Suburb,1995,275075.0295,27
2419,5,2,Suburb,2020,257481.5581,2
1622,2,1,Urban,1972,125128.5963,50
2317,4,2,Rural,1999,293254.5885,23
1588,3,1,Urban,1954,183340.7109,68
2372,2,1,Rural,1991,202100.1694,31
2170,2,3,Suburb,1960,210037.047,62
2090,4,2,Suburb,1950,242928.6616,72
1903,3,2,Urban,2011,260348.5742,11
1519,2,1,Suburb,1993,132377.399,29
1121,5,2,Suburb,2018,208089.256,4
1339,4,1,Suburb,1989,177790.8564,33
1174,5,1,Urban,2013,142376.1216,9
2923,3,2,Urban,1966,278163.7855,56
2714,5,2,Rural,1981,351486.7522,41
1596,4,1,Suburb,1991,233253.0793,31
1450,2,2,Rural,1956,194075.6043,66
1556,4,2,Suburb,1988,197913.3573,34
2159,2,2,Rural,1964,194504.9763,58
2878,2,2,Suburb,1953,280060.0247,69
2039,5,3,Urban,1961,217698.6582,61
2356,4,3,Suburb,2009,198379.7825,13
2218,4,1,Urban,2004,266423.1439,18
2519,2,1,Urban,2002,262999.5781,20
1008,4,3,Urban,1987,141863.0806,35
2851,3,1,Suburb,2008,368149.498,14
1333,3,3,Rural,1990,68531.38296,32
2356,5,1,Rural,1952,255697.141,70
2016,5,2,Urban,2014,217714.4121,8
1326,4,2,Rural,1989,208079.6709,33
1014,5,3,Suburb,1960,73136.59587,62
1838,4,3,Rural,2019,211957.1682,3
2637,5,3,Urban,2009,291393.1878,13
1225,3,3,Suburb,1992,114969.403,30
2448,2,2,Rural,1990,276865.559,32
2813,2,2,Rural,1985,292290.249,37
2431,3,3,Suburb,1973,221245.388,49
1112,2,3,Rural,2006,80507.76361,16
2451,4,1,Suburb,2004,203919.5739,18
1000,4,2,Urban,1991,130863.8532,31
1265,3,2,Suburb,1950,154157.2744,72
2514,3,3,Rural,1958,217719.6756,64
2231,3,1,Rural,1976,289638.4485,46
2645,3,2,Urban,1971,226982.5416,51
2735,2,1,Rural,1996,251620.1979,26
1951,2,1,Rural,1986,229680.6128,36
2392,2,2,Rural,1991,312684.7155,31
1305,4,2,Rural,1974,215500.0866,48
1011,5,1,Rural,1952,161375.8479,70
2368,4,1,Suburb,1952,158841.6556,70
2488,5,2,Urban,2017,274514.7613,5
2723,3,3,Rural,1994,237885.55,28
2689,3,1,Rural,1986,299612.7713,36
2517,2,2,Suburb,1983,162345.4001,39
2391,2,1,Suburb,2009,223231.215,13
2869,5,2,Rural,1951,273851.9487,71
1936,5,1,Urban,1978,235903.7214,44
1419,2,1,Suburb,1963,156492.0109,59
1888,3,3,Urban,1977,112980.8536,45
2814,2,1,Rural,1957,261783.235,65
1170,3,1,Rural,1988,161335.8247,34
1133,3,1,Rural,1992,80983.55646,30
1964,4,2,Rural,1986,295889.8057,36
2450,4,2,Suburb,1976,362238.4513,46
2048,5,2,Rural,2002,203835.9888,20
2553,3,2,Rural,2012,280386.3548,10
2213,2,1,Rural,1990,330389.0429,32
2164,3,3,Suburb,1969,263450.3331,53
2578,5,1,Rural,2005,311681.62,17
2869,3,1,Rural,1965,254378.0928,57
2819,3,3,Urban,1974,335128.1638,48
1657,5,3,Suburb,2016,168968.3384,6
2338,3,3,Urban,1950,299689.8758,72
2467,4,3,Urban,2005,256425.2592,17
2342,5,3,Urban,1964,262564.7999,58
2464,4,3,Rural,2014,238785.0608,8
2115,5,2,Urban,1959,164847.1368,63
1178,3,3,Suburb,2021,155185.5266,1
2079,4,3,Suburb,1956,207408.28,66
2178,4,3,Urban,2007,237636.716,15
2695,2,3,Rural,1961,337089.2212,61
1110,4,3,Suburb,2005,81168.14012,17
1136,4,2,Rural,1972,144481.8777,50
1231,3,2,Suburb,2013,253292.8787,9
1991,4,2,Urban,2013,177013.7088,9
1467,4,1,Suburb,1989,37922.10999,33
1731,4,3,Urban,1982,300171.6847,40
1480,3,2,Urban,2000,189347.3542,22
2091,5,3,Rural,2011,273450.9065,11
1813,3,3,Suburb,1952,222632.3112,70
2272,4,2,Urban,1984,196771.2396,38
1993,5,2,Urban,1967,206023.3609,55
1322,3,3,Suburb,1979,153893.6638,43
1921,3,3,Rural,2006,101295.4759,16
1903,5,1,Rural,1968,279293.0443,54
2541,2,2,Rural,1983,278757.7201,39
2999,4,3,Rural,1953,352582.5315,69
2815,2,1,Urban,1973,258928.7385,49
2455,4,3,Urban,2020,190068.4195,2
2510,4,2,Urban,1996,392718.9867,26
1605,2,3,Rural,1973,186155.8943,49
1428,2,2,Rural,1965,209982.1202,57
2292,4,1,Urban,1974,280012.1097,48
2732,5,3,Urban,1975,339867.8352,47
2560,5,2,Urban,1982,345560.4526,40
1147,2,1,Suburb,1968,58361.96316,54
2141,2,1,Urban,1979,163017.5792,43
1849,3,2,Suburb,2004,119267.9819,18
1366,5,3,Rural,1975,154665.176,47
1849,5,2,Rural,2021,253869.6577,1
2089,4,1,Rural,1976,195922.5908,46
2993,3,2,Suburb,2015,330564.6875,7
1812,4,1,Rural,1990,250390.744,32
2393,3,1,Suburb,1976,100884.8897,46
1174,5,1,Urban,2006,161073.6213,16
2854,4,1,Suburb,1988,426716.9741,34
1587,3,3,Rural,1965,160397.7211,57
1494,4,1,Rural,2002,154364.6153,20
1972,3,1,Rural,1984,162007.1532,38
2137,2,1,Suburb,1995,245403.1165,27
2134,4,2,Rural,1964,304102.0018,58
2784,2,3,Urban,1976,282893.9562,46
2462,3,1,Rural,1982,199979.5717,40
2738,4,2,Rural,1959,351349.5189,63
2170,3,1,Suburb,1991,200724.6303,31
1034,3,3,Rural,1986,129888.8255,36
1998,2,3,Suburb,1961,303166.6021,61
2332,4,3,Urban,2010,272874.1077,12
1537,5,3,Rural,2020,239456.9006,2
1749,3,2,Urban,1969,241304.7276,53
2037,2,3,Suburb,1983,191746.9757,39
1373,5,2,Urban,1955,57021.33669,67
1556,2,2,Suburb,1991,252601.9969,31
2451,2,3,Urban,1953,233332.2673,69
2751,2,2,Rural,1965,342491.4674,57
1232,3,2,Rural,1981,167608.8736,41
1704,5,3,Rural,1977,235441.4512,45
1562,3,1,Suburb,2016,131148.5515,6
1938,3,1,Urban,1997,156890.161,25
1886,4,2,Suburb,2008,156024.0508,14
1725,5,3,Rural,2016,232326.6329,6
2686,4,3,Urban,2000,251296.9773,22
2463,2,3,Suburb,1990,348099.6815,32
2525,5,1,Urban,1962,397057.7806,60
2298,5,2,Rural,1994,243146.2324,28
2873,3,3,Urban,2013,284555.2238,9
1075,2,2,Rural,2001,213271.0064,21
1438,3,3,Rural,1957,107044.7882,65
2755,4,3,Urban,1986,330418.4842,36
2883,2,3,Suburb,1978,444972.1112,44
2979,3,2,Urban,1959,338780.6931,63
1698,3,1,Urban,1996,197905.5138,26
